subject_id,session_id,segment_idx,timestamp,alpha_power,beta_power,theta_power,gamma_power,disengaged
S002,U5HKN6BB,9,2025-02-10 14:01:30,1.235,1.3928,2.2746,1.407,0
S002,U5HKN6BB,10,2025-02-10 14:01:40,1.3987,1.1219,1.3786,1.2996,0
S002,U5HKN6BB,11,2025-02-10 14:01:50,1.1793,1.3595,1.2591,0.7301,0
S002,U5HKN6BB,12,2025-02-10 14:02:00,1.1166,1.1105,1.2599,1.3119,0
S002,U5HKN6BB,14,2025-02-10 14:02:20,1.008,1.3697,1.104,0.8381,0
S002,U5HKN6BB,15,2025-02-10 14:02:30,1.1657,0.9579,1.159,0.9942,0
S002,U5HKN6BB,18,2025-02-10 14:03:00,0.9774,2.0126,1.4813,0.6705,0
S002,U5HKN6BB,19,2025-02-10 14:03:10,1.5794,0.6369,1.0764,0.8418,0
S002,U5HKN6BB,20,2025-02-10 14:03:20,1.3976,1.1005,1.632,1.2674,0
S002,U5HKN6BB,21,2025-02-10 14:03:30,1.5298,1.1069,1.614,0.6813,0
S002,U5HKN6BB,22,2025-02-10 14:03:40,0.6405,1.2783,1.3588,0.7317,0
S002,U5HKN6BB,23,2025-02-10 14:03:50,0.6648,0.8134,1.2157,0.8189,0
S002,U5HKN6BB,24,2025-02-10 14:04:00,0.8586,0.9023,0.8906,1.1594,0
S002,U5HKN6BB,25,2025-02-10 14:04:10,0.9489,0.7696,1.3128,0.668,0
S002,U5HKN6BB,26,2025-02-10 14:04:20,0.8676,0.9711,1.3739,0.5528,0
S002,U5HKN6BB,28,2025-02-10 14:04:40,1.1734,0.9842,0.8222,0.9205,0
S002,U5HKN6BB,29,2025-02-10 14:04:50,0.8493,1.3627,1.3734,0.4387,0
S002,U5HKN6BB,30,2025-02-10 14:05:00,0.9372,1.0257,1.1556,0.4464,0
S002,U5HKN6BB,31,2025-02-10 14:05:10,0.8243,0.794,1.1575,1.0538,0
S002,U5HKN6BB,32,2025-02-10 14:05:20,1.3139,1.4654,1.5183,0.4601,0
S002,U5HKN6BB,35,2025-02-10 14:05:50,0.9259,1.2688,1.541,0.6673,0
S005,UOWZ6RUE,0,2025-01-16 14:00:00,1.291,0.7108,1.5646,1.027,1
S005,UOWZ6RUE,1,2025-01-16 14:00:10,1.0154,0.6892,1.8991,0.7755,1
S005,UOWZ6RUE,2,2025-01-16 14:00:20,1.0525,0.8878,1.679,0.656,1
S005,UOWZ6RUE,3,2025-01-16 14:00:30,1.0095,1.0436,0.971,0.5763,1
S005,UOWZ6RUE,4,2025-01-16 14:00:40,0.7653,0.8468,0.944,0.6323,1
S005,UOWZ6RUE,5,2025-01-16 14:00:50,1.5699,1.2253,1.3105,0.6131,1
S005,UOWZ6RUE,6,2025-01-16 14:01:00,1.1821,1.2204,1.374,0.9612,1
S005,UOWZ6RUE,7,2025-01-16 14:01:10,0.629,1.2648,1.6897,0.4775,1
S005,UOWZ6RUE,8,2025-01-16 14:01:20,0.7452,1.0718,1.1925,0.5084,1
S005,UOWZ6RUE,9,2025-01-16 14:01:30,0.9675,0.7523,1.4787,1.1445,1
S005,UOWZ6RUE,11,2025-01-16 14:01:50,0.8794,0.6403,1.3768,0.8617,1
S005,UOWZ6RUE,12,2025-01-16 14:02:00,1.0754,0.7263,1.5005,0.8649,1
S005,UOWZ6RUE,13,2025-01-16 14:02:10,0.7343,0.754,1.1897,0.4284,1
S005,UOWZ6RUE,14,2025-01-16 14:02:20,0.7381,0.7656,1.3024,0.8248,1
S005,UOWZ6RUE,15,2025-01-16 14:02:30,2.0996,0.8523,1.2627,0.4667,1
S005,UOWZ6RUE,16,2025-01-16 14:02:40,0.9763,1.1989,0.9992,0.534,1
S005,UOWZ6RUE,17,2025-01-16 14:02:50,1.0803,0.6968,0.9868,0.8288,1
S005,UOWZ6RUE,19,2025-01-16 14:03:10,1.4812,0.9409,0.9398,0.7854,1
S005,UOWZ6RUE,20,2025-01-16 14:03:20,1.4826,0.9381,1.4139,0.8985,1
S005,UOWZ6RUE,21,2025-01-16 14:03:30,1.3196,0.9409,1.4903,0.9954,1
S005,UOWZ6RUE,22,2025-01-16 14:03:40,1.2899,0.4986,1.1932,0.6028,1
S005,UOWZ6RUE,23,2025-01-16 14:03:50,1.1734,1.111,1.4411,0.5527,1
S005,UOWZ6RUE,24,2025-01-16 14:04:00,0.7732,1.0953,1.1065,0.4647,1
S005,UOWZ6RUE,25,2025-01-16 14:04:10,1.7304,0.6858,2.1573,0.7617,1
S005,UOWZ6RUE,26,2025-01-16 14:04:20,1.1016,1.1458,2.7394,0.8109,1
S005,UOWZ6RUE,27,2025-01-16 14:04:30,1.1791,1.2061,1.4704,0.7527,1
S005,UOWZ6RUE,28,2025-01-16 14:04:40,1.0047,0.7909,1.2119,1.1495,1
S005,UOWZ6RUE,29,2025-01-16 14:04:50,1.2772,1.1182,1.0532,0.875,1
S005,UOWZ6RUE,30,2025-01-16 14:05:00,1.4708,0.9837,1.1037,1.4534,1
S005,UOWZ6RUE,31,2025-01-16 14:05:10,1.1035,0.9123,1.75,1.2763,1
S005,UOWZ6RUE,32,2025-01-16 14:05:20,1.0314,0.7062,1.5888,1.0393,1
S005,UOWZ6RUE,33,2025-01-16 14:05:30,1.6092,1.2547,1.3417,0.8607,1
S005,UOWZ6RUE,35,2025-01-16 14:05:50,0.9451,0.6326,1.3331,0.9937,1
S006,U56BXK8B,0,2025-02-18 13:00:00,1.6238,1.2597,1.3585,0.855,1
S006,U56BXK8B,1,2025-02-18 13:00:10,1.2446,0.8946,1.7164,0.4058,1
S006,U56BXK8B,2,2025-02-18 13:00:20,1.2047,1.21,1.4323,0.6409,1
S006,U56BXK8B,4,2025-02-18 13:00:40,1.2861,1.0055,1.0399,0.3188,1
S006,U56BXK8B,5,2025-02-18 13:00:50,0.9827,1.0259,2.1025,0.6421,1
S006,U56BXK8B,6,2025-02-18 13:01:00,1.4041,1.2494,1.0235,0.5995,1
S006,U56BXK8B,7,2025-02-18 13:01:10,1.6844,0.8611,1.1676,0.7435,1
S006,U56BXK8B,8,2025-02-18 13:01:20,1.4502,1.0257,1.0438,0.7254,1
S006,U56BXK8B,9,2025-02-18 13:01:30,1.0282,1.0591,1.0531,0.7901,1
S006,U56BXK8B,10,2025-02-18 13:01:40,1.3891,0.9264,0.7421,0.5469,1
S006,U56BXK8B,11,2025-02-18 13:01:50,1.1919,1.3356,1.8046,0.8127,1
S006,U56BXK8B,12,2025-02-18 13:02:00,0.9263,1.1681,1.6123,0.579,1
S006,U56BXK8B,13,2025-02-18 13:02:10,1.5114,1.8449,1.755,0.6244,1
S006,U56BXK8B,14,2025-02-18 13:02:20,1.0725,1.4926,1.1338,0.5213,1
S006,U56BXK8B,15,2025-02-18 13:02:30,1.0221,1.0539,1.3407,0.9448,1
S006,U56BXK8B,16,2025-02-18 13:02:40,1.2265,1.0324,1.5183,0.989,1
S006,U56BXK8B,17,2025-02-18 13:02:50,1.1279,0.913,1.0475,0.6251,1
S006,U56BXK8B,18,2025-02-18 13:03:00,0.5031,0.8162,1.9017,0.743,1
S006,U56BXK8B,19,2025-02-18 13:03:10,1.4392,1.1013,1.4893,0.7103,1
S006,U56BXK8B,20,2025-02-18 13:03:20,1.6313,0.8262,1.6686,0.7628,1
S006,U56BXK8B,21,2025-02-18 13:03:30,1.3516,1.1995,0.9103,0.6666,1
S006,U56BXK8B,23,2025-02-18 13:03:50,0.8794,1.0355,1.6229,0.8499,1
S006,U56BXK8B,24,2025-02-18 13:04:00,0.6471,0.7136,1.0814,0.4676,1
S006,U56BXK8B,25,2025-02-18 13:04:10,1.0935,1.0345,1.1096,1.2752,1
S006,U56BXK8B,26,2025-02-18 13:04:20,1.3828,0.9118,1.1986,0.7394,1
S006,U56BXK8B,27,2025-02-18 13:04:30,1.2392,0.5701,1.7344,0.7099,1
S006,U56BXK8B,28,2025-02-18 13:04:40,1.5255,1.1996,1.4074,0.6314,1
S006,U56BXK8B,29,2025-02-18 13:04:50,1.1079,0.5683,1.7032,0.4402,1
S006,U56BXK8B,30,2025-02-18 13:05:00,0.9613,1.2384,1.1477,1.1895,1
S006,U56BXK8B,31,2025-02-18 13:05:10,1.0688,0.9709,0.9763,1.1422,1
S007,U0L23F7L,0,2025-03-21 15:00:00,0.7932,1.3366,0.9371,0.8623,0
S007,U0L23F7L,3,2025-03-21 15:00:30,0.7,1.5291,1.6527,0.4637,0
S007,U0L23F7L,4,2025-03-21 15:00:40,1.3096,0.905,1.4313,0.6666,0
S007,U0L23F7L,5,2025-03-21 15:00:50,0.849,0.6999,1.1378,0.9084,0
S007,U0L23F7L,8,2025-03-21 15:01:20,0.8009,1.3693,1.7847,0.8217,0
S007,U0L23F7L,11,2025-03-21 15:01:50,1.3795,0.5598,1.1906,1.0374,0
S007,U0L23F7L,12,2025-03-21 15:02:00,1.3064,1.2096,1.2568,0.8402,0
S007,U0L23F7L,13,2025-03-21 15:02:10,1.2796,1.3946,2.0707,0.9444,0
S007,U0L23F7L,16,2025-03-21 15:02:40,0.6339,0.8428,0.8981,0.9805,0
S007,U0L23F7L,17,2025-03-21 15:02:50,0.9049,1.2576,1.5627,1.0976,0
S007,U0L23F7L,18,2025-03-21 15:03:00,0.8385,1.2876,1.0402,0.5166,0
S007,U0L23F7L,19,2025-03-21 15:03:10,1.3095,1.1159,1.6348,1.5483,0
S007,U0L23F7L,20,2025-03-21 15:03:20,0.8531,1.2935,1.3907,0.7871,0
S007,U0L23F7L,21,2025-03-21 15:03:30,0.8534,1.2025,0.9609,0.6167,0
S007,U0L23F7L,22,2025-03-21 15:03:40,0.7545,0.7833,1.3871,0.4274,0
S007,U0L23F7L,23,2025-03-21 15:03:50,0.9448,1.0712,1.3263,0.812,0
S007,U0L23F7L,25,2025-03-21 15:04:10,1.2093,0.7779,2.0484,0.5767,0
S007,U0L23F7L,27,2025-03-21 15:04:30,1.1986,1.1429,1.5601,1.2901,0
S007,U0L23F7L,29,2025-03-21 15:04:50,0.6227,0.8889,1.1435,0.5077,0
S007,U0L23F7L,30,2025-03-21 15:05:00,1.4763,0.8724,1.2696,0.6744,0
S007,U0L23F7L,31,2025-03-21 15:05:10,0.8003,1.1458,0.864,0.5637,0
S007,U0L23F7L,32,2025-03-21 15:05:20,1.1802,1.1404,0.9247,0.7101,0
S007,U0L23F7L,33,2025-03-21 15:05:30,0.8734,1.0971,0.7768,0.6951,0
S007,U0L23F7L,34,2025-03-21 15:05:40,1.5465,1.2413,1.4892,1.1675,0
S007,U0L23F7L,36,2025-03-21 15:06:00,0.7998,1.1348,0.9248,0.7165,0
S007,U0L23F7L,37,2025-03-21 15:06:10,0.9661,0.879,1.1485,1.076,0
S007,U0L23F7L,38,2025-03-21 15:06:20,0.6899,1.5368,1.434,0.6737,0
S007,U0L23F7L,39,2025-03-21 15:06:30,0.9316,1.1975,1.2018,0.9733,0
S007,U0L23F7L,40,2025-03-21 15:06:40,1.091,1.0938,1.2202,0.8528,0
S007,U0L23F7L,41,2025-03-21 15:06:50,1.0424,0.9397,1.3648,1.1948,0
S007,U0L23F7L,42,2025-03-21 15:07:00,1.1684,1.1028,1.2519,1.0375,0
S007,U0L23F7L,45,2025-03-21 15:07:30,0.7311,1.107,1.197,0.846,0
S007,U0L23F7L,46,2025-03-21 15:07:40,0.7219,1.2165,1.2395,1.9074,0
S007,U0L23F7L,47,2025-03-21 15:07:50,1.1918,1.0508,1.42,0.8794,0
S007,U0L23F7L,48,2025-03-21 15:08:00,0.851,0.6865,1.776,1.1385,0
S007,U0L23F7L,49,2025-03-21 15:08:10,1.3955,1.2374,1.0064,0.7844,0
S007,U0L23F7L,50,2025-03-21 15:08:20,1.3647,0.9155,1.0229,1.0552,0
S007,U0L23F7L,52,2025-03-21 15:08:40,0.7638,0.7157,0.8078,0.3535,0
S007,U0L23F7L,53,2025-03-21 15:08:50,1.306,1.5058,0.8609,1.1854,0
S007,U0L23F7L,54,2025-03-21 15:09:00,1.0112,1.0081,1.3444,0.8188,0
S007,U0L23F7L,55,2025-03-21 15:09:10,1.6127,1.2426,0.8511,0.6583,0
S007,U0L23F7L,56,2025-03-21 15:09:20,0.8672,0.9844,1.4798,0.6956,0
S007,U0L23F7L,57,2025-03-21 15:09:30,0.9313,1.0297,0.7781,1.0455,0
S007,U0L23F7L,58,2025-03-21 15:09:40,0.9635,1.1056,1.0054,1.1333,0
S007,U0L23F7L,59,2025-03-21 15:09:50,0.6895,0.6813,1.2767,0.958,0
S007,U0L23F7L,60,2025-03-21 15:10:00,0.9835,0.7298,2.0035,0.6759,0
S007,U0L23F7L,61,2025-03-21 15:10:10,1.1206,1.3746,1.1748,1.1872,0
S007,U0L23F7L,63,2025-03-21 15:10:30,0.6636,1.1077,1.0206,0.869,0
S007,U0L23F7L,64,2025-03-21 15:10:40,1.1988,0.7446,1.1653,1.246,0
S007,U0L23F7L,65,2025-03-21 15:10:50,1.1852,1.0505,1.4047,0.4476,0
S007,U0L23F7L,66,2025-03-21 15:11:00,0.9444,2.0637,1.1232,1.329,0
S007,U0L23F7L,67,2025-03-21 15:11:10,0.9218,1.2607,1.2882,0.5853,0
S007,U0L23F7L,68,2025-03-21 15:11:20,0.7859,1.2389,1.1846,1.0774,0
S007,U0L23F7L,69,2025-03-21 15:11:30,0.6491,1.6031,0.9858,0.5365,0
S007,U0L23F7L,70,2025-03-21 15:11:40,0.6582,1.9667,1.8324,0.5039,0
S007,U0L23F7L,72,2025-03-21 15:12:00,0.7164,1.0445,1.351,1.0572,0
S007,U0L23F7L,73,2025-03-21 15:12:10,0.9465,1.2622,1.1883,1.0773,0
S007,U0L23F7L,74,2025-03-21 15:12:20,1.2784,1.4292,1.467,0.8728,0
S007,U0L23F7L,76,2025-03-21 15:12:40,1.0018,1.397,1.2309,0.8008,0
S007,U0L23F7L,77,2025-03-21 15:12:50,0.9359,1.5612,0.7454,0.8779,0
S007,U0L23F7L,78,2025-03-21 15:13:00,1.0048,1.0561,1.6174,0.8688,0
S007,U0L23F7L,79,2025-03-21 15:13:10,0.911,0.8352,1.5543,0.968,0
S007,U0L23F7L,84,2025-03-21 15:14:00,0.8377,1.2783,1.391,0.6412,0
S007,U0L23F7L,86,2025-03-21 15:14:20,1.3347,1.2563,0.9138,0.7108,0
S007,U0L23F7L,87,2025-03-21 15:14:30,1.0729,1.1189,1.3556,0.8834,0
S007,U0L23F7L,88,2025-03-21 15:14:40,0.8716,0.9785,1.0037,0.371,0
S007,U0L23F7L,89,2025-03-21 15:14:50,1.0139,1.3051,1.0098,0.8952,0
S007,U0L23F7L,90,2025-03-21 15:15:00,1.3283,1.191,1.5846,0.6886,0
S007,U0L23F7L,93,2025-03-21 15:15:30,0.9987,0.8277,1.3617,1.0272,0
S007,U0L23F7L,94,2025-03-21 15:15:40,0.9137,1.3796,1.5995,0.6518,0
S007,U0L23F7L,95,2025-03-21 15:15:50,0.9444,1.2697,1.7485,0.6589,0
S007,U0L23F7L,96,2025-03-21 15:16:00,1.0828,1.2072,1.64,0.6134,0
S007,U0L23F7L,97,2025-03-21 15:16:10,0.6092,0.6245,1.3863,0.5007,0
S007,U0L23F7L,98,2025-03-21 15:16:20,0.7135,1.1368,1.7803,1.0048,0
S007,U0L23F7L,99,2025-03-21 15:16:30,0.977,1.1063,1.3123,0.8085,0
S007,U0L23F7L,100,2025-03-21 15:16:40,0.8928,0.6906,1.0677,0.8484,0
S007,U0L23F7L,101,2025-03-21 15:16:50,0.8456,1.0346,1.0105,1.0033,0
S007,U0L23F7L,103,2025-03-21 15:17:10,0.9334,0.9924,1.3929,0.8574,0
S007,U0L23F7L,104,2025-03-21 15:17:20,0.9492,0.9282,1.7165,0.7304,0
S007,U0L23F7L,105,2025-03-21 15:17:30,1.1,0.8992,0.9085,0.7492,0
S007,U0L23F7L,107,2025-03-21 15:17:50,0.865,1.208,1.9772,1.0483,0
S007,U0L23F7L,108,2025-03-21 15:18:00,1.1056,1.1925,1.0582,0.689,0
S007,U0L23F7L,109,2025-03-21 15:18:10,1.0623,1.2048,1.5329,0.9902,0
S007,U0L23F7L,110,2025-03-21 15:18:20,1.2059,0.8119,0.8678,0.7761,0
S007,U0L23F7L,111,2025-03-21 15:18:30,0.8921,0.9934,1.0214,0.6541,0
S007,U0L23F7L,112,2025-03-21 15:18:40,0.9569,0.9821,1.1311,0.8944,0
S007,U0L23F7L,113,2025-03-21 15:18:50,1.0188,0.8438,1.751,0.6002,0
S007,U0L23F7L,114,2025-03-21 15:19:00,0.9289,1.1211,1.1656,1.6774,0
S007,U3KXUTRO,0,2025-04-06 10:00:00,1.3808,0.6497,1.3256,1.5508,1
S007,U3KXUTRO,1,2025-04-06 10:00:10,0.881,1.6396,1.4064,0.9356,1
S007,U3KXUTRO,2,2025-04-06 10:00:20,0.7855,1.1449,1.3061,0.9158,1
S007,U3KXUTRO,5,2025-04-06 10:00:50,0.8975,0.9748,1.7795,1.0176,1
S007,U3KXUTRO,6,2025-04-06 10:01:00,1.8862,0.5107,1.1158,0.7405,1
S007,U3KXUTRO,7,2025-04-06 10:01:10,0.7338,1.1733,0.9136,0.6431,1
S007,U3KXUTRO,8,2025-04-06 10:01:20,0.8673,0.5111,1.429,0.7729,1
S007,U3KXUTRO,9,2025-04-06 10:01:30,1.182,0.7019,1.0158,0.8895,1
S007,U3KXUTRO,11,2025-04-06 10:01:50,1.2909,0.9055,1.6017,0.9709,1
S007,U3KXUTRO,12,2025-04-06 10:02:00,1.2452,0.7162,1.4789,0.6886,1
S007,U3KXUTRO,13,2025-04-06 10:02:10,1.0596,0.7467,1.1424,1.1265,1
S007,U3KXUTRO,14,2025-04-06 10:02:20,0.7,0.9717,1.572,0.7107,1
S007,U3KXUTRO,15,2025-04-06 10:02:30,0.9016,0.8601,1.7261,0.9149,1
S007,U3KXUTRO,16,2025-04-06 10:02:40,0.9731,1.1495,1.2997,1.5211,1
S007,U3KXUTRO,17,2025-04-06 10:02:50,0.829,1.1658,0.7828,0.5934,1
S007,U3KXUTRO,18,2025-04-06 10:03:00,1.2983,0.9341,1.5648,0.3814,1
S007,U3KXUTRO,19,2025-04-06 10:03:10,0.8124,0.8695,1.3733,1.3435,1
S007,U3KXUTRO,21,2025-04-06 10:03:30,1.1004,1.2079,1.5964,0.8107,1
S007,U3KXUTRO,22,2025-04-06 10:03:40,1.1638,1.0697,1.4072,0.4835,1
S007,U3KXUTRO,24,2025-04-06 10:04:00,0.6894,1.0562,1.163,1.2847,1
S007,U3KXUTRO,25,2025-04-06 10:04:10,0.8919,0.6528,1.1365,0.4701,1
S007,U3KXUTRO,26,2025-04-06 10:04:20,1.157,1.334,0.9789,0.543,1
S007,U3KXUTRO,27,2025-04-06 10:04:30,1.2383,0.998,1.2889,0.6267,1
S007,U3KXUTRO,28,2025-04-06 10:04:40,0.9721,1.1576,1.4866,1.0715,1
S007,U3KXUTRO,29,2025-04-06 10:04:50,1.1534,1.2983,1.1988,0.5019,1
S007,U3KXUTRO,30,2025-04-06 10:05:00,1.401,1.6837,1.1856,0.8159,1
S007,U3KXUTRO,31,2025-04-06 10:05:10,0.7316,0.7345,1.6748,0.7043,1
S007,U3KXUTRO,32,2025-04-06 10:05:20,0.9056,0.9329,1.3462,0.6304,1
S007,U3KXUTRO,33,2025-04-06 10:05:30,0.8183,1.065,2.6585,0.8844,1
S007,U3KXUTRO,34,2025-04-06 10:05:40,0.7238,0.9698,1.1034,0.9782,1
S007,U3KXUTRO,35,2025-04-06 10:05:50,1.1703,0.9685,1.2752,0.6404,1
S007,U3KXUTRO,37,2025-04-06 10:06:10,0.9502,0.9256,1.1494,1.111,1
S007,U3KXUTRO,38,2025-04-06 10:06:20,0.6063,1.0284,1.5711,0.8315,1
S007,U3KXUTRO,39,2025-04-06 10:06:30,0.8882,0.7031,0.8939,0.8682,1
S007,U3KXUTRO,40,2025-04-06 10:06:40,0.8437,0.8507,0.7395,0.5605,1
S007,U3KXUTRO,41,2025-04-06 10:06:50,0.8691,1.3451,0.8851,0.7846,1
S007,U3KXUTRO,42,2025-04-06 10:07:00,0.9536,0.8971,1.4399,0.9503,1
S007,U3KXUTRO,43,2025-04-06 10:07:10,1.4692,1.2757,1.5023,0.5792,1
S007,U3KXUTRO,44,2025-04-06 10:07:20,1.241,1.0153,1.6005,0.8022,1
S007,U3KXUTRO,45,2025-04-06 10:07:30,0.8977,1.0514,0.8685,0.4263,1
S007,U3KXUTRO,46,2025-04-06 10:07:40,0.9877,1.0491,1.2212,0.7004,1
S007,U3KXUTRO,47,2025-04-06 10:07:50,1.122,0.8979,1.274,0.6104,1
S007,U3KXUTRO,49,2025-04-06 10:08:10,1.2409,1.2909,1.0877,0.7488,1
S007,U3KXUTRO,50,2025-04-06 10:08:20,0.7535,0.9338,1.5225,0.9477,1
S007,U3KXUTRO,51,2025-04-06 10:08:30,1.0807,0.9144,1.6651,0.6408,1
S007,U3KXUTRO,52,2025-04-06 10:08:40,0.8646,1.253,1.4668,0.6606,1
S007,U3KXUTRO,54,2025-04-06 10:09:00,1.0127,1.1977,0.6394,0.5609,1
S007,U3KXUTRO,55,2025-04-06 10:09:10,1.0193,0.7348,1.1224,0.9632,1
S007,U3KXUTRO,57,2025-04-06 10:09:30,0.7708,1.6357,1.4315,0.5763,1
S007,U3KXUTRO,58,2025-04-06 10:09:40,1.0068,0.9557,0.9678,0.7266,1
S007,U3KXUTRO,59,2025-04-06 10:09:50,0.9439,0.9012,0.9239,0.5878,1
S007,U3KXUTRO,60,2025-04-06 10:10:00,1.0136,1.104,1.1274,0.677,1
S007,U3KXUTRO,61,2025-04-06 10:10:10,1.2143,0.9682,1.8841,0.8591,1
S007,U3KXUTRO,62,2025-04-06 10:10:20,0.9904,1.2148,0.9323,0.8162,1
